
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,TrackID,ID,
0.25969,,Surface,280,1000069461,74825,
0.434458,,Surface,280,1000074309,74826,
0.284628,,Surface,280,1000071561,74827,
0.261384,,Surface,280,1000069550,74828,
0.332712,,Surface,280,1000061420,74829,
0.609176,,Surface,280,1000073236,74830,
0.407098,,Surface,280,1000074831,74831,
0.467116,,Surface,280,1000074136,74832,
0.429674,,Surface,280,1000052696,74833,
0.320662,,Surface,280,1000073839,74834,
0.403372,,Surface,280,1000067199,74835,
0.236926,,Surface,280,1000072717,74836,
0.396109,,Surface,280,1000073119,74837,
0.243657,,Surface,280,1000070233,74838,
0.329044,,Surface,280,1000052701,74839,
0.379009,,Surface,280,1000073774,74840,
0.550644,,Surface,280,1000074193,74841,
0.40065,,Surface,280,1000066522,74842,
0.537632,,Surface,280,1000074009,74843,
0.456449,,Surface,280,1000072196,74844,
0.590497,,Surface,280,1000052706,74845,
0.481017,,Surface,280,1000071585,74846,
0.439856,,Surface,280,1000063932,74847,
0.474475,,Surface,280,1000073963,74848,
0.475895,,Surface,280,1000072477,74849,
0.587668,,Surface,280,1000074336,74850,
0.515095,,Surface,280,1000072788,74851,
0.3332,,Surface,280,1000073081,74852,
0.542598,,Surface,280,1000069422,74853,
0.175151,,Surface,280,1000069917,74854,
0.353535,,Surface,280,1000052731,74855,
0.403599,,Surface,280,1000052730,74856,
0.275301,,Surface,280,1000066193,74857,
0.259043,,Surface,280,1000074347,74858,
0.404809,,Surface,280,1000074859,74859,
0.310337,,Surface,280,1000074739,74860,
0.253048,,Surface,280,1000052733,74861,
0.587676,,Surface,281,1000071115,74862,
0.319257,,Surface,281,1000073879,74863,
0.729164,,Surface,281,1000074801,74864,
0.598061,,Surface,281,1000052668,74865,
0.315912,,Surface,281,1000055510,74866,
0.403008,,Surface,281,1000068865,74867,
0.43237,,Surface,281,1000074227,74868,
0.26076,,Surface,281,1000074051,74869,
0.349778,,Surface,281,1000052659,74870,
0.189846,,Surface,281,1000074810,74871,
0.406679,,Surface,281,1000073982,74872,
0.639843,,Surface,281,1000073338,74873,
0.232998,,Surface,281,1000066218,74874,
0.237205,,Surface,281,1000072493,74875,
0.722639,,Surface,281,1000073096,74876,
0.334583,,Surface,281,1000072330,74877,
0.228192,,Surface,281,1000064603,74878,
0.334675,,Surface,281,1000062157,74879,
0.621683,,Surface,281,1000074599,74880,
0.250673,,Surface,281,1000071615,74881,
0.268199,,Surface,281,1000064155,74882,
0.32676,,Surface,281,1000068360,74883,
0.302854,,Surface,281,1000069461,74884,
0.385047,,Surface,281,1000074309,74885,
0.47841,,Surface,281,1000052677,74886,
0.574016,,Surface,281,1000071561,74887,
0.271085,,Surface,281,1000069550,74888,
0.425669,,Surface,281,1000073236,74889,
0.325751,,Surface,281,1000074831,74890,
0.274763,,Surface,281,1000052696,74891,
0.542264,,Surface,281,1000074892,74892,
0.266881,,Surface,281,1000072717,74893,
0.426584,,Surface,281,1000073839,74894,
0.349679,,Surface,281,1000074136,74895,
0.587666,,Surface,281,1000067199,74896,
0.439406,,Surface,281,1000073119,74897,
0.33188,,Surface,281,1000070233,74898,
0.348307,,Surface,281,1000074193,74899,
0.273744,,Surface,281,1000052701,74900,
